Language	Concept	Form	Tokens	SimpleCognate	PartialCognate	Morphemes	Notes	Portuguese	Semantic	Concepticon	Eol
Makurap	ALL	βiibmõ	β iː b m õ	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Makurap	ALL	ŋitoɲə̃ʔ	ŋ i t o ɲ ə̃ ʔ	36.0	215	ALL	Also means 'well'	TODOS / TUDO	QUANTITY	98	
Wayoro	ALL	ndege	nd e g e	27.0	210	ALL		TODOS / TUDO	QUANTITY	98	
Tupari	ALL	irote	i r o t e	34.0	213	ALL		TODOS / TUDO	QUANTITY	98	
Akuntsu	ALL	õ	õ	29.0	204	ALL		TODOS / TUDO	QUANTITY	98	
Mekens_Sakurabiat	ALL	paeseet	p ae s eː t	26.0	206	ALL		TODOS / TUDO	QUANTITY	98	
Gaviao_Ikoloehj	ALL	kɨrɨjãã	k ɨ r ɨ j ãː	31.0	208	ALL		TODOS / TUDO	QUANTITY	98	
Gaviao_Ikoloehj	ALL	βèréβ	β è r é β	952.0	94	ALL		TODOS / TUDO	QUANTITY	98	
Monde	ALL	sopoj	s o p o j	936.0	93	ALL		TODOS / TUDO	QUANTITY	98	
Arua	ALL	βerep	β e r e p	952.0	94	ALL		TODOS / TUDO	QUANTITY	98	
Zoro	ALL	sopop	s o p o p	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Surui_Paiter	ALL	bagater	b a g a t e r	26.0	206	ALL		TODOS / TUDO	QUANTITY	98	
Xipaya	ALL	kiwi	k i w i	925.0	92	ALL		TODOS / TUDO	QUANTITY	98	
Juruna_Yudja	ALL	bitehu	b i t e h u	32.0	209	ALL		TODOS / TUDO	QUANTITY	98	
Munduruku	ALL	soat	s oa t	26.0	206	ALL		TODOS / TUDO	QUANTITY	98	
Kuruaya	ALL	poam	p oa m	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Satere_Mawe	ALL	torania	t o r a n ia	33.0	211	ALL		TODOS / TUDO	QUANTITY	98	
Aweti	ALL	momati	m o m a t i	30.0	207	ALL		TODOS / TUDO	QUANTITY	98	
Parakana	ALL	pam	p a m	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Asurini_do_Tocantins	ALL	pap	p a p	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Surui_Aikewara	ALL	pam	p a m	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Tapirape_Apyawa	ALL	pãw	p ã w	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Tembe	ALL	paw	p a w	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Guajajara	ALL	paw	p a w	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Apiaka	ALL	pawẽ	p a w ẽ	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Parintintin	ALL	paβ	p a β	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Amondawa	ALL	paβ	p a β	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Tenharim	ALL	paβ	p a β	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Urueuwauwau	ALL	paβ	p a β	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Kayabi	ALL	pap	p a p	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Arawete	ALL	pa	p a	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Guaja	ALL	pa	p a	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Amanaye	ALL	pawe	p a w e	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Emerillon_Teko	ALL	pa	p a	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Wayampi	ALL	pa	p a	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Wayampi	ALL	pilu	p i l u	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Zo_e	ALL	kã	k ã	27.0	210	ALL		TODOS / TUDO	QUANTITY	98	
Ka_apor_Urubu	ALL	upa	u p a	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Ka_apor_Urubu	ALL	joho	j o h o	28.0	212	ALL		TODOS / TUDO	QUANTITY	98	
Kamajura	ALL	pap	p a p	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Asurini_do_Xingu	ALL	pap	p a p	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Ava_Canoeiro	ALL	upakatu	u p a + k a t u	25.0	205 91	ALL _INTENSIFIER		TODOS / TUDO	QUANTITY	98	
Tupinamba	ALL	paβ	p a β	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Nheengatu	ALL	pa	p a	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Lingua_Geral_Paulista_Tupi_austral	ALL	opabiɲe	o p a b i ɲ e	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Yuki	ALL	χa	χ a	27.0	210	ALL		TODOS / TUDO	QUANTITY	98	
Guarayo	ALL	pãvã	p ã v ã	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Siriono	ALL	ha	h a	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Warazu_Pauserna	ALL	ma	m a	35.0	214	ALL		TODOS / TUDO	QUANTITY	98	
Chiriguano	ALL	pãwe	p ã w e	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Mbya	ALL	pa	p a	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Guarani_Paraguay	ALL	opa	o p a	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Old_Guarani	ALL	opa	o p a	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Guayaki_Ache	ALL	wɨwɨ	w ɨ w ɨ	925.0	92	ALL		TODOS / TUDO	QUANTITY	98	
Xeta	ALL	po	p o	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Kaiowa	ALL	mba	mb a	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Tapiete	ALL	ópa	ó p a	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Chiripa_Nandeva_Ava_Guarani	ALL	pãβẽ	p ã β ẽ	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Omagua	ALL	upa	u p a	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Cocama_Cocamilla	ALL	upi	u p i	25.0	205	ALL		TODOS / TUDO	QUANTITY	98	
Karitiana	ALL	akataɨɨm	a k a + t aɨ ɨ m	26.0	206	COPULA ASPECT		TODOS / TUDO	QUANTITY	98	
Karitiana	ALL	motun	m o t u n	30.0	207	ALL		TODOS / TUDO	QUANTITY	98	
Karo_Arara	ANACONDA	mãjgãratsa	m ã j g ã r a ts a	46.0	301	ANACONDA		SUCURI	ANIMALS	896	794661
Purubora	ANACONDA	tahani	t a h a n i	47.0	299	ANACONDA		SUCURI	ANIMALS	896	794661
Makurap	ANACONDA	ɨdnajã	ɨ d n a j ã	58.0	305	ANACONDA		SUCURI	ANIMALS	896	794661
Wayoro	ANACONDA	tigaptarap	t i g a p t a r a p	59.0	307	ANACONDA		SUCURI	ANIMALS	896	794661
Tupari	ANACONDA	amsiamʔe	a m s ia m ʔ e	50.0	296	ANACONDA		SUCURI	ANIMALS	896	794661
Akuntsu	ANACONDA	kʷatin_atʃo	kʷ a t i n + a tʃ o	48.0	294 299	SNAKE _BIG		SUCURI	ANIMALS	896	794661
Mekens_Sakurabiat	ANACONDA	kʷatsopoot	kʷ a ts o p oː t	53.0	306	ANACONDA		SUCURI	ANIMALS	896	794661
Gaviao_Ikoloehj	ANACONDA	iimadĩ_ĩt	iː m a d ĩ + ĩ t	48.0	295 300	ANACONDA _anaconda		SUCURI	ANIMALS	896	794661
Gaviao_Ikoloehj	ANACONDA	badpuj	b a d + p u j	47.0	296 27	SNAKE _BIG		SUCURI	ANIMALS	896	794661
Monde	ANACONDA	sobo_poj	s o b o + p o j	49.0	306 27	_anaconda ANACONDA		SUCURI	ANIMALS	896	794661
Surui_Paiter	ANACONDA	loboti	l o b o t i	48.0	295	ANACONDA		SUCURI	ANIMALS	896	794661
Karitiana	ANACONDA	sõɲmap	s õ ɲ m a p	56.0	303	ANACONDA		SUCURI	ANIMALS	896	794661
Arikem	ANACONDA	sad_maawa	s a d + m aː w a	56.0	303	ANACONDA ?		SUCURI	ANIMALS	896	794661
Xipaya	ANACONDA	adʒa	a dʒ a	48.0	295	ANACONDA		SUCURI	ANIMALS	896	794661
Juruna_Yudja	ANACONDA	adʒa	a dʒ a	48.0	295	ANACONDA		SUCURI	ANIMALS	896	794661
Juruna_Yudja	ANACONDA	tuwĩ	t u w ĩ	47.0	299	ANACONDA		SUCURI	ANIMALS	896	794661
Munduruku	ANACONDA	mərekobə	m ə r e + k o b ə	52.0	297	ANACONDA		SUCURI	ANIMALS	896	794661
Kuruaya	ANACONDA	numãbɨbɨ	n u m ã b ɨ b ɨ	57.0	304	ANACONDA		SUCURI	ANIMALS	896	794661
Satere_Mawe	ANACONDA	sukuriu	s u k u r iu	46.0	301	ANACONDA		SUCURI	ANIMALS	896	794661
Aweti	ANACONDA	twajwatu	t w ai + w a t u	47.0	299	ANACONDA _BIG		SUCURI	ANIMALS	896	794661
Parakana	ANACONDA	maʃoho	m a ʃ + o h o	47.0	296 299	ANACONDA		SUCURI	ANIMALS	896	794661
Surui_Aikewara	ANACONDA	kurisu	k u r i s u	46.0	301	ANACONDA		SUCURI	ANIMALS	896	794661
Tapirape_Apyawa	ANACONDA	ʃokori	ʃ o k o r i	46.0	301	ANACONDA		SUCURI	ANIMALS	896	794661
Tembe	ANACONDA	hukuri	h u k u r i	46.0	301	ANACONDA		SUCURI	ANIMALS	896	794661
Tembe	ANACONDA	mozuhu	m o z + u h u	47.0	296 299	SNAKE _BIG		SUCURI	ANIMALS	896	794661
Guajajara	ANACONDA	mozuhu	m o z + u h u	47.0	296 299	SNAKE _BIG		SUCURI	ANIMALS	896	794661
Apiaka	ANACONDA	masojga	m a s o j g a	50.0	296	ANACONDA		SUCURI	ANIMALS	896	794661
Tenharim	ANACONDA	mbojuhua	mb o j + u h ua	47.0	296 299	SNAKE _BIG		SUCURI	ANIMALS	896	794661
Arawete	ANACONDA	urukuku	u r u k u k u	52.0	297	ANACONDA		SUCURI	ANIMALS	896	794661
Guaja	ANACONDA	tsikurihu	ts i k u r i h u	46.0	301	ANACONDA		SUCURI	ANIMALS	896	794661
Emerillon_Teko	ANACONDA	boʤuhu	b o dʒ + u h u	47.0	296 299	SNAKE _BIG		SUCURI	ANIMALS	896	794661
Wayampi	ANACONDA	moyu	m o j + u	47.0	296 299	SNAKE _BIG		SUCURI	ANIMALS	896	794661
Kamajura	ANACONDA	mojũ	m o j + ũ	47.0	296 299	SNAKE _BIG		SUCURI	ANIMALS	896	794661
Tupinamba	ANACONDA	sukuriju	s u k u r i j u	46.0	301	ANACONDA		SUCURI	ANIMALS	896	794661
Nheengatu	ANACONDA	sukuriu	s u k u r iu	46.0	301	ANACONDA		SUCURI	ANIMALS	896	794661
Siriono	ANACONDA	mbeɨ_tʃusu	mb eɨ + tʃ u s u	47.0	296 299	SNAKE _BIG		SUCURI	ANIMALS	896	794661
Jora	ANACONDA	mbej_tʃusu	mb e j + tʃ u s u	47.0	296 299	SNAKE _BIG		SUCURI	ANIMALS	896	794661
Mbya	ANACONDA	kuriju	k u r i j u	46.0	301	ANACONDA		SUCURI	ANIMALS	896	794661
Guarani_Paraguay	ANACONDA	kuriju	k u r i j u	46.0	301	ANACONDA		SUCURI	ANIMALS	896	794661
Old_Guarani	ANACONDA	mboj_jusu	mb o j + j u s u	47.0	296 299	SNAKE _BIG		SUCURI	ANIMALS	896	794661
Munduruku	ANACONDA	pəjʃiri	p ə j + ʃ i r i	47.0	296	SNAKE BIG/COLLECTIVE		SUCURI	ANIMALS	896	794661
Munduruku	ANACONDA	darə̃ŋrə̃ŋ	d a r ə̃ ŋ r ə̃ ŋ	2469.0	363	ANACONDA	Obsolete	SUCURI	ANIMALS	896	794661
Cocama_Cocamilla	ANACONDA	ɨwɨrati tsukuri	ɨ w ɨ r a t i + ts u k u r i	46.0	362 301	_FOREST ANACONDA		SUCURI	ANIMALS	896	794661
Karo_Arara	ANATTO	koko	k o k o	62.0	342	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Ramarama	ANATTO	kokó	k o k ó	62.0	342	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Makurap	ANATTO	iko	i k o	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Wayoro	ANATTO	ŋgopŋgap	ŋg o p ŋg a p	62.0	342	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Tupari	ANATTO	tope	t o p e	61.0	344	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Akuntsu	ANATTO	kɨpkap	k ɨ p k a p	62.0	342	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Mekens_Sakurabiat	ANATTO	kobakaap	k o b a k aː p	62.0	342	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Cinta_Larga	ANATTO	nduap	nd/ⁿd ua p	61.0	344	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Gaviao_Ikoloehj	ANATTO	dóʔà	d ó ʔ à	61.0	344	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Gaviao_Ikoloehj	ANATTO	dookaap	d oː k aː p	61.0	344	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Monde	ANATTO	doʔu	d o ʔ u	61.0	344	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Arua	ANATTO	doʔa	d o ʔ a	61.0	344	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Zoro	ANATTO	dookaap	d oː k aː p	61.0	344	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Surui_Paiter	ANATTO	nooa	n oː a	64.0	346	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Karitiana	ANATTO	ekɨ	e k ɨ	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Arikem	ANATTO	eku	e k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Xipaya	ANATTO	makapa	m a k a p a	61.0	344	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Juruna_Yudja	ANATTO	wãkaha	w ã k a h a	61.0	344	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Munduruku	ANATTO	tʃoko	tʃ o k o	61.0	344	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Kuruaya	ANATTO	tʃoko	tʃ o k o	61.0	344	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Satere_Mawe	ANATTO	waʔakap	w a ʔ a k a p	61.0	344	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Aweti	ANATTO	jukʷaŋɨt	j u kʷ a ŋ ɨ t	63.0	345	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Parakana	ANATTO	roko	r o k o	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Tapirape_Apyawa	ANATTO	oroko	o r o k o	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Tembe	ANATTO	uruku	u r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Guajajara	ANATTO	uruku	u r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Parintintin	ANATTO	uruku	u r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Amondawa	ANATTO	uruku	u r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Tenharim	ANATTO	uruku	u r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Urueuwauwau	ANATTO	uruku	u r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Kayabi	ANATTO	uruku	u r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Arawete	ANATTO	irikũ	i r i k ũ	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Emerillon_Teko	ANATTO	uruku	u r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Wayampi	ANATTO	uluku	u l u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Ka_apor_Urubu	ANATTO	uruku	u r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Kamajura	ANATTO	ɨrɨku	ɨ r ɨ k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Tupinamba	ANATTO	urukũ	u r u k ũ	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Nheengatu	ANATTO	urukũ	u r u k ũ	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Lingua_Geral_Paulista_Tupi_austral	ANATTO	uruku	u r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Guarani_Paraguay	ANATTO	uruku	u r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Old_Guarani	ANATTO	uruku	u r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Apapokuva_of_Nimuendaju	ANATTO	ɨruku	ɨ r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Omagua	ANATTO	atʃoté	a tʃ o t é/e	61.0	344	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Tapiete	ANATTO	uruku	u r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Munduruku	ANATTO	sura	s u r a	1654.0	223	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Omagua	ANATTO	ruku	r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Cocama_Cocamilla	ANATTO	ruku	r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Purubora	ANATTO	kijo	k i j o	2800.0	474	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Kampe	ANATTO	kɨbakap	k ɨ b a k a p	62.0	342	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Asurini_do_Xingu	ANATTO	uruku	u r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Zo_e	ANATTO	(u)ruku	r u k u	60.0	343	ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Siriono	ANATTO	urúku	u r ú k u			ANATTO		URUCU	AGRICULTURE_AND_VEGETATION		584439
Karo_Arara	ANT	napia	n a p ia	69.0	390	ANT		FORMIGA	ANIMALS	587	
Purubora	ANT	mĩŋk	m ĩ ŋk	74.0	394	ANT		FORMIGA	ANIMALS	587	
Purubora	ANT	wĩ	w ĩ	65.0	386	ANT		FORMIGA	ANIMALS	587	
Makurap	ANT	bɨtɨraj	b ɨ t ɨ r a j	71.0	391	ANT		FORMIGA	ANIMALS	587	
Wayoro	ANT	detpe	d e t p e	65.0	386	ANT		FORMIGA	ANIMALS	587	
Tupari	ANT	wekoʔa	w e k o ʔ a	66.0	388	ANT		FORMIGA	ANIMALS	587	
Akuntsu	ANT	tʃatʃakop	tʃ a tʃ a k o p	65.0	386	ANT	SP.	FORMIGA	ANIMALS	587	
Mekens_Sakurabiat	ANT	kɨbɨrɨ	k ɨ b ɨ r ɨ	72.0	392	ANT		FORMIGA	ANIMALS	587	
Gaviao_Ikoloehj	ANT	bola	b o l a	68.0	387	ANT		FORMIGA	ANIMALS	587	
Gaviao_Ikoloehj	ANT	gatsaj	g a ts a j	66.0	388	ANT		FORMIGA	ANIMALS	587	
Monde	ANT	alingin	a l i n g i n	73.0	393	ANT		FORMIGA	ANIMALS	587	
Arua	ANT	bola	b o l a	68.0	387	ANT		FORMIGA	ANIMALS	587	
Zoro	ANT	boluʔ-atap	b o l u ʔ + a t a p	65.0	387 386	_ant ANT		FORMIGA	ANIMALS	587	
Surui_Paiter	ANT	lodap	l o d a p	65.0	386	ANT		FORMIGA	ANIMALS	587	
Karitiana	ANT	nɨkɨsɨk	n ɨ k ɨ s ɨ k	69.0	390	ANT		FORMIGA	ANIMALS	587	
Xipaya	ANT	tãrãkuã	t ã r ã k uã	67.0	395	ANT		FORMIGA	ANIMALS	587	
Juruna_Yudja	ANT	adʒiha	a dʒ i h a	65.0	386	ANT		FORMIGA	ANIMALS	587	
Munduruku	ANT	dasəpsəp	d a s ə p s ə p	65.0	386	ANT		FORMIGA	ANIMALS	587	
Kuruaya	ANT	iɲasipak	i ɲ a s i p a k	69.0	390	ANT		FORMIGA	ANIMALS	587	
Satere_Mawe	ANT	saari	s aː r i	67.0	395	ANT		FORMIGA	ANIMALS	587	
Aweti	ANT	tapiʔa	t a p i ʔ a	65.0	386	ANT		FORMIGA	ANIMALS	587	
Surui_Aikewara	ANT	tahɨwa	t a h ɨ w a	65.0	386	ANT		FORMIGA	ANIMALS	587	
Tapirape_Apyawa	ANT	tãɨp	t ãɨ p	65.0	386	ANT		FORMIGA	ANIMALS	587	
Tembe	ANT	tahɨw	t a h ɨ w	65.0	386	ANT		FORMIGA	ANIMALS	587	
Guajajara	ANT	tahɨw	t a h ɨ w	65.0	386	ANT		FORMIGA	ANIMALS	587	
Apiaka	ANT	tajβia	t a j β ia	65.0	386	ANT		FORMIGA	ANIMALS	587	
Arawete	ANT	tawi	t a w i	65.0	386	ANT		FORMIGA	ANIMALS	587	
Emerillon_Teko	ANT	topi	t o p i	65.0	386	ANT		FORMIGA	ANIMALS	587	
Wayampi	ANT	taɨ	t aɨ	65.0	386	ANT		FORMIGA	ANIMALS	587	
Ka_apor_Urubu	ANT	tapiaʔĩ	t a p ia ʔ ĩ	65.0	386	ANT		FORMIGA	ANIMALS	587	
Kamajura	ANT	jawataj	j a w a t a j	70.0	389	ANT		FORMIGA	ANIMALS	587	
Tupinamba	ANT	tasɨβa	t a s ɨ β a	65.0	386	ANT		FORMIGA	ANIMALS	587	
Tupinamba	ANT	ɨsá	ɨ s á	65.0	386	ANT		FORMIGA	ANIMALS	587	
Tupinamba	ANT	akekẽ	a k e k ẽ	66.0	388	ANT		FORMIGA	ANIMALS	587	
Tupinamba	ANT	arará	a r a r á	67.0	395	ANT		FORMIGA	ANIMALS	587	
Tupinamba	ANT	gʷaju	gʷ a j u	66.0	388	ANT		FORMIGA	ANIMALS	587	
Lingua_Geral_Paulista_Tupi_austral	ANT	tasiba	t a s i b a	65.0	386	ANT		FORMIGA	ANIMALS	587	
Yuki	ANT	tatʃi	t a tʃ i	65.0	386	ANT		FORMIGA	ANIMALS	587	
Guarayo	ANT	tazi	t a z i	65.0	386	ANT		FORMIGA	ANIMALS	587	
Siriono	ANT	tasi	t a s i	65.0	386	ANT		FORMIGA	ANIMALS	587	
Chiriguano	ANT	tasɨ	t a s ɨ	65.0	386	ANT		FORMIGA	ANIMALS	587	
Jora	ANT	kuʃi	k u ʃ i	66.0	388	ANT		FORMIGA	ANIMALS	587	
Mbya	ANT	taɨ	t aɨ	65.0	386	ANT		FORMIGA	ANIMALS	587	
Guarani_Paraguay	ANT	tahɨi	t a h ɨi	65.0	386	ANT		FORMIGA	ANIMALS	587	
Old_Guarani	ANT	tahɨ	t a h ɨ	65.0	386	ANT		FORMIGA	ANIMALS	587	
Old_Guarani	ANT	tasɨ	t a s ɨ	65.0	386	ANT		FORMIGA	ANIMALS	587	
Xeta	ANT	arara	a r a r a	67.0	395	ANT		FORMIGA	ANIMALS	587	
Tapiete	ANT	tãsɨ	t ã s ɨ	65.0	386	ANT		FORMIGA	ANIMALS	587	
Omagua	ANT	sasɨwa	s a s ɨ w a	65.0	386	ANT		FORMIGA	ANIMALS	587	
Cocama_Cocamilla	ANT	tsatsɨwa	ts a ts ɨ w a	65.0	386	ANT		FORMIGA	ANIMALS	587	
Amondawa	ANT	taɨrema	t aɨ r e m a	65.0	386	ANT		FORMIGA	ANIMALS	587	
Guayaki_Ache	ANT	tabiu	t a b iu	65.0	386	ANT		FORMIGA	ANIMALS	587	
Guaja	ANT	tahɨa	t a h ɨa	65.0	386	ANT		FORMIGA	ANIMALS	587	
Zo_e	ANT	tahi	t a h i	65.0	386	ANT		FORMIGA	ANIMALS	587	
Karo_Arara	ANTEATER	etsigun	e ts i g u n	76.0	440	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Purubora	ANTEATER	aʃukur	a ʃ u k u r	76.0	440	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Makurap	ANTEATER	ũbatʃi	ũ b a tʃ i	77.0	441	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Wayoro	ANTEATER	ŋgʷendap	ŋgʷ e nd a p	78.0	438	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Tupari	ANTEATER	hasio	h a s io	77.0	441	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Akuntsu	ANTEATER	kwitap	kʷ i t a p	78.0	438	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Mekens_Sakurabiat	ANTEATER	kʷetap	kʷ e t a p	78.0	438	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Gaviao_Ikoloehj	ANTEATER	βatsakoli	β a ts a k o l i	76.0	440	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Monde	ANTEATER	βasakoli	β a s a k o l i	76.0	440	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Arua	ANTEATER	βatsakoli	β a ts a k o l i	76.0	440	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Zoro	ANTEATER	βasakoli	β a s a k o l i	76.0	440	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Surui_Paiter	ANTEATER	miʃakoor	m i ʃ a k oː r	76.0	440	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Karitiana	ANTEATER	oɲopɨɨtɨ	o ɲ o p ɨː t ɨ	77.0	441	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Arikem	ANTEATER	amerá	a m e r á	75.0	439	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Xipaya	ANTEATER	mazi	m a z i	76.0	440	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Juruna_Yudja	ANTEATER	amaẽ	a m a ẽ	75.0	439	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Munduruku	ANTEATER	warire	w a r i r e	79.0	442	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Munduruku	ANTEATER	waremə́tʃa	w a r e m ə́ tʃ a	79.0	442	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Kuruaya	ANTEATER	warẽmátʃa	w a r ẽ m á tʃ a	79.0	442	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Satere_Mawe	ANTEATER	hĩpa	h ĩ p a	77.0	441	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Aweti	ANTEATER	tamajua	t a m a j ua	75.0	439	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Parakana	ANTEATER	tamanowa	t a m a n o w a	75.0	439	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Surui_Aikewara	ANTEATER	tamawa	t a m a w a	75.0	439	ANTEATER	species	TAMANDUÁ	ANIMALS	181	1661
Tapirape_Apyawa	ANTEATER	tamanowa	t a m a n o w a	75.0	439	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
Tembe	ANTEATER	tamanwa	t a m a n w a	75.0	439	ANTEATER		TAMANDUÁ	ANIMALS	181	1661
