ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	NOTE
811	Makurap	ALL	βiibmõ / ŋitoɲə̃ʔ	βiibmõ	β iː b m õ	- - - - β iː b m - õ	25	205	ALL	todostudoc	
812	Makurap	ALL	βiibmõ / ŋitoɲə̃ʔ	ŋitoɲə̃ʔ	ŋ i t o ɲ ə̃ ʔ	ŋ i t o ɲ ə̃ ʔ	36	215	ALL	todostudoc	Also means 'well'
1162	Wayoro	ALL	ndege	ndege	nd e g e	nd e - - g e	27	210	ALL	todostudo8	
1482	Tupari	ALL	irote	irote	i r o t e	i r o t e	34	213	ALL	todostudo7	
1872	Akuntsu	ALL	 (b)õ	õ	õ	õ	29	204	ALL	todostudo1	
2253	Mekens_Sakurabiat	ALL	paeseet	paeseet	p ae s eː t	- p ae s eː t - -	26	206	ALL	todostudo6	
2711	Gaviao_Ikoloehj	ALL	kɨrɨjãã / βèréβ	kɨrɨjãã	k ɨ r ɨ j ãː	k ɨ r ɨ j ãː	31	208	ALL	todostudo43	
2712	Gaviao_Ikoloehj	ALL	kɨrɨjãã / βèréβ	βèréβ	β è r é β	β è r é β	952	94	ALL	todostudo43	
3120	Monde	ALL	sopoj	sopoj	s o p o j	- s - o p o j -	936	93	ALL	todostudo1	
3393	Arua	ALL	βerep	βerep	β e r e p	β e r e p	952	94	ALL	todostudo3	
3718	Zoro	ALL	sopop	sopop	s o p o p	- - s o p o p - - -	25	205	ALL	todostudo1	
3894	Surui_Paiter	ALL	bagater	bagater	b a g a t e r	- b a g a t e r	26	206	ALL	todostudo5	
4691	Xipaya	ALL	kiwi	kiwi	k i w i	k i w - - i	925	92	ALL	todostudod	
5023	Juruna_Yudja	ALL	bitehu	bitehu	b i t e h u	b i t e h u	32	209	ALL	todostudob	
5355	Munduruku	ALL	soat	soat	s oa t	- - - s oa t - -	26	206	ALL	todostudoe	
5740	Kuruaya	ALL	poam	poam	p oa m	- - - - p oa m - - -	25	205	ALL	todostudo1	
6039	Satere_Mawe	ALL	torania	torania	t o r a n ia	t o r a n ia	33	211	ALL	todostudo2	
6411	Aweti	ALL	momati	momati	m o m a t i	m o m a t i	30	207	ALL	todostudo1	
6708	Parakana	ALL	pam	pam	p a m	- - - - p a m - - -	25	205	ALL	todostudo1	
7066	Asurini_do_Tocantins	ALL	pap	pap	p a p	- - - - p a p - - -	25	205	ALL	todostudo1	
7297	Surui_Aikewara	ALL	pam	pam	p a m	- - - - p a m - - -	25	205	ALL	todostudo1	
7631	Tapirape_Apyawa	ALL	pãw	pãw	p ã w	- - - - p ã w - - -	25	205	ALL	todostudo1	
7902	Tembe	ALL	paw	paw	p a w	- - - - p a w - - -	25	205	ALL	todostudo1	
8234	Guajajara	ALL	paw	paw	p a w	- - - - p a w - - -	25	205	ALL	todostudo1	
8570	Apiaka	ALL	pawẽ	pawẽ	p a w ẽ	- - - - p a w ẽ - -	25	205	ALL	todostudo1	
8819	Parintintin	ALL	paβ	paβ	p a β	- - - - p a β - - -	25	205	ALL	todostudo1	
9185	Amondawa	ALL	paβ	paβ	p a β	- - - - p a β - - -	25	205	ALL	todostudo1	
9486	Tenharim	ALL	paβ	paβ	p a β	- - - - p a β - - -	25	205	ALL	todostudo1	
9951	Urueuwauwau	ALL	paβ	paβ	p a β	- - - - p a β - - -	25	205	ALL	todostudo1	
10301	Kayabi	ALL	pap	pap	p a p	- - - - p a p - - -	25	205	ALL	todostudo1	
10534	Arawete	ALL	pa	pa	p a	- - - - p a - - - -	25	205	ALL	todostudo1	
10902	Guaja	ALL	pa	pa	p a	- - - - p a - - - -	25	205	ALL	todostudo1	
11155	Amanaye	ALL	pawe	pawe	p a w e	- - - - p a w e - -	25	205	ALL	todostudo1	
11248	Emerillon_Teko	ALL	pa	pa	p a	- - - - p a - - - -	25	205	ALL	todostudo1	
11619	Wayampi	ALL	pa / pilu	pa	p a	- - - - p a - - - -	25	205	ALL	todostudo1	
11620	Wayampi	ALL	pa / pilu	pilu	p i l u	- - - - p i l u - -	25	205	ALL	todostudo1	
12023	Zo_e	ALL	kã	kã	k ã	- - - - k ã	27	210	ALL	todostudo3	
12266	Ka_apor_Urubu	ALL	upa / joho	upa	u p a	- - - u p a - - - -	25	205	ALL	todostudo1	
12267	Ka_apor_Urubu	ALL	upa / joho	joho	j o h o	j o h o	28	212	ALL	todostudo1	
12855	Kamajura	ALL	pap	pap	p a p	- - - - p a p - - -	25	205	ALL	todostudo1	
13132	Asurini_do_Xingu	ALL	pap	pap	p a p	- - - - p a p - - -	25	205	ALL	todostudo1	
13396	Ava_Canoeiro	ALL	upakatu	upakatu	u p a + k a t u	- - - u p a - - - - + k a t u	25	205 91	ALL _INTENSIFIER	todostudo1	
13614	Tupinamba	ALL	paβ	paβ	p a β	- - - - p a β - - -	25	205	ALL	todostudo1	
14020	Nheengatu	ALL	pa	pa	p a	- - - - p a - - - -	25	205	ALL	todostudo1	
14359	Lingua_Geral_Paulista_Tupi_austral	ALL	opabiɲe	opabiɲe	o p a b i ɲ e	- - - o p a b i ɲ e	25	205	ALL	todostudo1	
14634	Yuki	ALL	χa	χa	χ a	- - - - χ a	27	210	ALL	todostudo1	
14879	Guarayo	ALL	pãvã	pãvã	p ã v ã	- - - - p ã v ã - -	25	205	ALL	todostudo1	
15186	Siriono	ALL	ha	ha	h a	- - - - h a - - - -	25	205	ALL	todostudo1	
15514	Warazu_Pauserna	ALL	ma	ma	m a	m a	35	214	ALL	todostudo1	
15759	Chiriguano	ALL	pãwe	pãwe	p ã w e	- - - - p ã w e - -	25	205	ALL	todostudo1	
16135	Mbya	ALL	pa	pa	p a	- - - - p a - - - -	25	205	ALL	todostudo1	
16494	Guarani_Paraguay	ALL	opa	opa	o p a	- - - o p a - - - -	25	205	ALL	todostudo1	
16827	Old_Guarani	ALL	opa	opa	o p a	- - - o p a - - - -	25	205	ALL	todostudo1	
17171	Guayaki_Ache	ALL	wɨwɨ	wɨwɨ	w ɨ w ɨ	- w - ɨ w ɨ - -	925	92	ALL	todostudo	
17401	Xeta	ALL	po	po	p o	- - - - p o - - - -	25	205	ALL	todostudo1	
17633	Kaiowa	ALL	mba	mba	mb a	- - - - mb a - - - -	25	205	ALL	todostudo1	
17849	Tapiete	ALL	ópa	ópa	ó p a	- - - ó p a - - - -	25	205	ALL	todostudo1	
18181	Chiripa_Nandeva_Ava_Guarani	ALL	pãβẽ	pãβẽ	p ã β ẽ	- - - - p ã β ẽ - -	25	205	ALL	todostudo1	
18365	Omagua	ALL	upa	upa	u p a	- - - u p a - - - -	25	205	ALL	todostudo1	
18647	Cocama_Cocamilla	ALL	upi	upi	u p i	- - - u p i - - - -	25	205	ALL	todostudo1	
19264	Karitiana	ALL	akataɨɨm / motun	akataɨɨm	a k a + t aɨ ɨ m	a k a + t aɨ ɨ m	26	206	COPULA ASPECT		
19265	Karitiana	ALL	akataɨɨm / motun	motun	m o t u n	m o t u n	30	207	ALL		
6	Karo_Arara	ANACONDA	mãjgãratsa	mãjgãratsa	m ã j g ã r a ts a	m ã j g ã r a ts a	46	301	ANACONDA	sucuri	
370	Purubora	ANACONDA	tahani	tahani	t a h a n i	- t a - h a n i	47	299	ANACONDA	sucuri	
813	Makurap	ANACONDA	ɨdnajã	ɨdnajã	ɨ d n a j ã	ɨ d n a j ã	58	305	ANACONDA	sucuri	
1163	Wayoro	ANACONDA	tigaptarap	tigaptarap	t i g a p t a r a p	t i g a p t a r a p	59	307	ANACONDA	sucuri	
1483	Tupari	ANACONDA	amsiamʔe	amsiamʔe	a m s ia m ʔ e	a m - s ia m ʔ e	50	296	ANACONDA	sucuri	
1874	Akuntsu	ANACONDA	kʷatin_atʃo	kʷatin_atʃo	kʷ a t i n + a tʃ o	kʷ a t i n + a tʃ o - - - - -	48	294 299	SNAKE _BIG	sucuria7	
2255	Mekens_Sakurabiat	ANACONDA	kʷatsopoot	kʷatsopoot	kʷ a ts o p oː t	kʷ a ts o p oː t	53	306	ANACONDA	sucuriab	
2714	Gaviao_Ikoloehj	ANACONDA	iimadĩ_ĩt / badpuj	iimadĩ_ĩt	iː m a d ĩ + ĩ t	- iː m a d ĩ + ĩ t	48	295 300	ANACONDA _anaconda	sucuri4	
2715	Gaviao_Ikoloehj	ANACONDA	iimadĩ_ĩt / badpuj	badpuj	b a d + p u j	- - b a d + p u j	47	296 27	SNAKE _BIG	sucuri4	
3121	Monde	ANACONDA	sobo_poj	sobo_poj	s o b o + p o j	s o b o - + p o j	49	306 27	_anaconda ANACONDA	sucuri	
3895	Surui_Paiter	ANACONDA	loboti (it)	loboti	l o b o t i	l o b o t i	48	295	ANACONDA	sucuri4	
4230	Karitiana	ANACONDA	sõɲmap	sõɲmap	s õ ɲ m a p	s õ ɲ m a p	56	303	ANACONDA	sucuri6	
4498	Arikem	ANACONDA	sad_maawa	sad_maawa	s a d + m aː w a	- - s a d - + m aː w a	56	303	ANACONDA ?	sucuri6	
4693	Xipaya	ANACONDA	adʒa	adʒa	a dʒ a	- - - a dʒ a	48	295	ANACONDA	sucuri3	
5025	Juruna_Yudja	ANACONDA	adʒa / tuwĩ	adʒa	a dʒ a	- - - a dʒ a	48	295	ANACONDA	sucuri3	
5026	Juruna_Yudja	ANACONDA	adʒa / tuwĩ	tuwĩ	t u w ĩ	- t u w ĩ - - -	47	299	ANACONDA	sucuri3	
5357	Munduruku	ANACONDA	mərekobə	mərekobə	m ə r e + k o b ə	m ə r e + k o b ə	52	297	ANACONDA	sucuri	
5741	Kuruaya	ANACONDA	numãbɨbɨ	numãbɨbɨ	n u m ã b ɨ b ɨ	n u m ã b ɨ b ɨ	57	304	ANACONDA	sucuri	
6041	Satere_Mawe	ANACONDA	sukuriu	sukuriu	s u k u r iu	s u - k u r - - iu	46	301	ANACONDA	sucuri17	
6413	Aweti	ANACONDA	twajwatu	twajwatu	t w ai + w a t u	- t - w ai - - - + w a t u	47	299	ANACONDA _BIG	sucuri7	
6710	Parakana	ANACONDA	maʃoho	maʃoho	m a ʃ + o h o	m - a ʃ + - - o h o - - -	47	296 299	ANACONDA	sucuri57	
7298	Surui_Aikewara	ANACONDA	kurisu	kurisu	k u r i s u	- - - k u r i s u	46	301	ANACONDA	sucuri	
7633	Tapirape_Apyawa	ANACONDA	ʃokori	ʃokori	ʃ o k o r i	ʃ o - k o r - - i	46	301	ANACONDA	sucuri	
7903	Tembe	ANACONDA	hukuri / mozuhu	hukuri	h u k u r i	h u - k u r - - i	46	301	ANACONDA	sucuri157	
7904	Tembe	ANACONDA	hukuri / mozuhu	mozuhu	m o z + u h u	m - o z + - - u h u - - -	47	296 299	SNAKE _BIG	sucuri157	
8235	Guajajara	ANACONDA	mozuhu	mozuhu	m o z + u h u	m - o z + - - u h u - - -	47	296 299	SNAKE _BIG	sucuri57	
8571	Apiaka	ANACONDA	masojga	masojga	m a s o j g a	- m a s o j g a	50	296	ANACONDA	sucuri2	
9489	Tenharim	ANACONDA	mbojuhua	mbojuhua	mb o j + u h ua	mb o j + - - u h ua - - -	47	296 299	SNAKE _BIG	sucuri	
10536	Arawete	ANACONDA	urukuku	urukuku	u r u k u k u	- u r u k u k u	52	297	ANACONDA	sucuri	
10903	Guaja	ANACONDA	tsikurihu	tsikurihu	ts i k u r i h u	ts i - k u r i h u	46	301	ANACONDA	sucuri17	
11251	Emerillon_Teko	ANACONDA	boʤuhu	boʤuhu	b o dʒ + u h u	b - o dʒ + - - u h u - - -	47	296 299	SNAKE _BIG	sucuri57	
11622	Wayampi	ANACONDA	moyu	moyu	m o j + u	m - o j + - - u - - - - -	47	296 299	SNAKE _BIG	sucuri57	
12856	Kamajura	ANACONDA	mojũ	mojũ	m o j + ũ	m - o j + - - ũ - - - - -	47	296 299	SNAKE _BIG	sucuri57	
13616	Tupinamba	ANACONDA	sukuriju	sukuriju	s u k u r i j u	s u - k u r i j u	46	301	ANACONDA	sucuri17	
14021	Nheengatu	ANACONDA	sukuriu	sukuriu	s u k u r iu	s u - k u r - - iu	46	301	ANACONDA	sucuri17	
15188	Siriono	ANACONDA	mbeɨ_tʃusu	mbeɨ_tʃusu	mb eɨ + tʃ u s u	mb - eɨ - + - tʃ u s u - - -	47	296 299	SNAKE _BIG	sucuri5	
16028	Jora	ANACONDA	mbej_tʃusu	mbej_tʃusu	mb e j + tʃ u s u	mb - e j + - tʃ u s u - - -	47	296 299	SNAKE _BIG	sucuri5	
16138	Mbya	ANACONDA	kuriju	kuriju	k u r i j u	- - - k u r i j u	46	301	ANACONDA	sucuri17	
16496	Guarani_Paraguay	ANACONDA	kuriju	kuriju	k u r i j u	- - - k u r i j u	46	301	ANACONDA	sucuri17	
16829	Old_Guarani	ANACONDA	mboj_jusu	mboj_jusu	mb o j + j u s u	mb - o j + - j u s u - - -	47	296 299	SNAKE _BIG	sucuri	
19312	Munduruku	ANACONDA	pəjʃiri	pəjʃiri	p ə j + ʃ i r i	p ə j + ʃ i r i	47	296	SNAKE BIG/COLLECTIVE		
19323	Munduruku	ANACONDA	darə̃ŋrə̃ŋ	darə̃ŋrə̃ŋ	d a r ə̃ ŋ r ə̃ ŋ	d a r ə̃ ŋ r ə̃ ŋ	2469	363	ANACONDA		Obsolete
19631	Cocama_Cocamilla	ANACONDA	ɨwɨrati tsukuri	ɨwɨrati tsukuri	ɨ w ɨ r a t i + ts u k u r i	ɨ w ɨ r a t i + ts u - k u r i - -	46	362 301	_FOREST ANACONDA		
7	Karo_Arara	ANATTO	koko	koko	k o k o	k o - - k o -	62	342	ANATTO	urucu4	
712	Ramarama	ANATTO	kokó	kokó	k o k ó	k o - - k ó -	62	342	ANATTO	urucu4	
814	Makurap	ANATTO	iko	iko	i k o	i - - k o	60	343	ANATTO	urucu4	
1164	Wayoro	ANATTO	ŋgopŋgap	ŋgopŋgap	ŋg o p ŋg a p	ŋg o p - ŋg a p	62	342	ANATTO	urucu3	
1484	Tupari	ANATTO	tope	tope	t o p e	t o - - - - p e	61	344	ANATTO	urucu6	
1875	Akuntsu	ANATTO	kɨpkap	kɨpkap	k ɨ p k a p	k ɨ p - k a p	62	342	ANATTO	urucu3	
2256	Mekens_Sakurabiat	ANATTO	kobakaap	kobakaap	k o b a k aː p	k o b a k aː p	62	342	ANATTO	urucu3	
2561	Cinta_Larga	ANATTO	nduap	nduap	nd/ⁿd ua p	nd/ⁿd ua - - - - p -	61	344	ANATTO	urucu5	
2716	Gaviao_Ikoloehj	ANATTO	dóʔà / dookaap	dóʔà	d ó ʔ à	d ó - - - - ʔ à	61	344	ANATTO	urucu5	
2717	Gaviao_Ikoloehj	ANATTO	dóʔà / dookaap	dookaap	d oː k aː p	d oː - - k aː p -	61	344	ANATTO	urucu5	
3122	Monde	ANATTO	doʔu	doʔu	d o ʔ u	d o - - - - ʔ u	61	344	ANATTO	urucu5	
3394	Arua	ANATTO	doʔa	doʔa	d o ʔ a	d o - - - - ʔ a	61	344	ANATTO	urucu5	
3719	Zoro	ANATTO	dookaap	dookaap	d oː k aː p	d oː - - k aː p -	61	344	ANATTO	urucu5	
3896	Surui_Paiter	ANATTO	nooa	nooa	n oː a	n oː a	64	346	ANATTO	urucu5	
4231	Karitiana	ANATTO	ekɨ	ekɨ	e k ɨ	e - - k ɨ	60	343	ANATTO	urucu4	
4499	Arikem	ANATTO	eku	eku	e k u	e - - k u	60	343	ANATTO	urucu4	
4694	Xipaya	ANATTO	makapa	makapa	m a k a p a	m a - - k a p a	61	344	ANATTO	urucu2	
5027	Juruna_Yudja	ANATTO	wãkaha	wãkaha	w ã k a h a	w ã - - k a h a	61	344	ANATTO	urucu2	
5358	Munduruku	ANATTO	tʃoko	tʃoko	tʃ o k o	tʃ o k o	61	344	ANATTO	urucu5	
5742	Kuruaya	ANATTO	tʃoko	tʃoko	tʃ o k o	tʃ o - - k o - -	61	344	ANATTO	urucu	
6042	Satere_Mawe	ANATTO	waʔakap	waʔakap	w a ʔ a k a p	w a ʔ a k a p -	61	344	ANATTO	urucu2	
6414	Aweti	ANATTO	jukʷaŋɨt	jukʷaŋɨt	j u kʷ a ŋ ɨ t	j u kʷ a ŋ ɨ t	63	345	ANATTO	urucu	
6711	Parakana	ANATTO	roko	roko	r o k o	- r o k o	60	343	ANATTO	urucu1	
7634	Tapirape_Apyawa	ANATTO	oroko	oroko	o r o k o	o r o k o	60	343	ANATTO	urucu1	
7905	Tembe	ANATTO	uruku	uruku	u r u k u	u r u k u	60	343	ANATTO	urucu1	
8236	Guajajara	ANATTO	uruku	uruku	u r u k u	u r u k u	60	343	ANATTO	urucu1	
8821	Parintintin	ANATTO	uruku	uruku	u r u k u	u r u k u	60	343	ANATTO	urucu1	
9186	Amondawa	ANATTO	uruku	uruku	u r u k u	u r u k u	60	343	ANATTO	urucu1	
9490	Tenharim	ANATTO	uruku	uruku	u r u k u	u r u k u	60	343	ANATTO	urucu1	
9953	Urueuwauwau	ANATTO	uruku	uruku	u r u k u	u r u k u	60	343	ANATTO	urucu1	
10302	Kayabi	ANATTO	uruku	uruku	u r u k u	u r u k u	60	343	ANATTO	urucu1	
10537	Arawete	ANATTO	irikũ	irikũ	i r i k ũ	i r i k ũ	60	343	ANATTO	urucu1	
11252	Emerillon_Teko	ANATTO	uruku	uruku	u r u k u	u r u k u	60	343	ANATTO	urucu1	
11623	Wayampi	ANATTO	uluku	uluku	u l u k u	u l u k u	60	343	ANATTO	urucu1	
12268	Ka_apor_Urubu	ANATTO	uruku	uruku	u r u k u	u r u k u	60	343	ANATTO	urucu1	
12857	Kamajura	ANATTO	ɨrɨku	ɨrɨku	ɨ r ɨ k u	ɨ r ɨ k u	60	343	ANATTO	urucu1	
13617	Tupinamba	ANATTO	urukũ	urukũ	u r u k ũ	u r u k ũ	60	343	ANATTO	urucu1	
14022	Nheengatu	ANATTO	urukũ	urukũ	u r u k ũ	u r u k ũ	60	343	ANATTO	urucu1	
14360	Lingua_Geral_Paulista_Tupi_austral	ANATTO	uruku	uruku	u r u k u	u r u k u	60	343	ANATTO	urucu1	
16497	Guarani_Paraguay	ANATTO	uruku	uruku	u r u k u	u r u k u	60	343	ANATTO	urucu1	
16830	Old_Guarani	ANATTO	uruku	uruku	u r u k u	u r u k u	60	343	ANATTO	urucu	
18305	Apapokuva_of_Nimuendaju	ANATTO	ɨruku	ɨruku	ɨ r u k u	ɨ r u k u	60	343	ANATTO	urucu1	
18366	Omagua	ANATTO	atʃoté	atʃoté	a tʃ o t é/e	- a tʃ - - o t é/e	61	344	ANATTO	urucu	
18910	Tapiete	ANATTO	uruku	uruku	u r u k u	u r u k u	60	343	ANATTO		
19313	Munduruku	ANATTO	sura	sura	s u r a	s u r a	1654	223	ANATTO		
19579	Omagua	ANATTO	ruku	ruku	r u k u	- r u k u	60	343	ANATTO		
19632	Cocama_Cocamilla	ANATTO	ruku	ruku	r u k u	- r u k u	60	343	ANATTO		
20238	Purubora	ANATTO	kijo	kijo	k i j o	k i j o	2800	474	ANATTO		
20306	Kampe	ANATTO	kɨbakap	kɨbakap	k ɨ b a k a p	k ɨ b a k a p	62	342	ANATTO		
20537	Asurini_do_Xingu	ANATTO	uruku	uruku	u r u k u	u r u k u	60	343	ANATTO		
20818	Zo_e	ANATTO	(u)ruku	(u)ruku	r u k u	r u k u	60	343	ANATTO		
20923	Siriono	ANATTO	urúku	urúku	u r ú k u	u r ú k u			ANATTO		
8	Karo_Arara	ANT	napia	napia	n a p ia	- n a - - p ia -	69	390	ANT	formiga	
371	Purubora	ANT	mĩŋk / wĩ (ŋ)	mĩŋk	m ĩ ŋk	m ĩ ŋk	74	394	ANT	formiga	
372	Purubora	ANT	mĩŋk / wĩ (ŋ)	wĩ	w ĩ	w ĩ - - - - - -	65	386	ANT	formiga	
815	Makurap	ANT	bɨtɨraj	bɨtɨraj	b ɨ t ɨ r a j	b ɨ t ɨ r a j	71	391	ANT	formiga	
1165	Wayoro	ANT	 (n)detpe	detpe	d e t p e	d e t - p - e -	65	386	ANT	formiga	
1485	Tupari	ANT	wekoʔa	wekoʔa	w e k o ʔ a	w e k o ʔ a -	66	388	ANT	formiga	
1876	Akuntsu	ANT	tʃatʃakop	tʃatʃakop	tʃ a tʃ a k o p	tʃ a tʃ a k - o p	65	386	ANT	formiga	SP.
2257	Mekens_Sakurabiat	ANT	kɨbɨrɨ	kɨbɨrɨ	k ɨ b ɨ r ɨ	k ɨ b ɨ r ɨ	72	392	ANT	formiga	
2718	Gaviao_Ikoloehj	ANT	bola / gatsaj	bola	b o l a	b o l a -	68	387	ANT	formiga3	
2719	Gaviao_Ikoloehj	ANT	bola / gatsaj	gatsaj	g a ts a j	- - g a ts a j	66	388	ANT	formiga3	
3123	Monde	ANT	alingin	alingin	a l i n g i n	a l i n g i n	73	393	ANT	formiga	
3395	Arua	ANT	bola	bola	b o l a	b o l a -	68	387	ANT	formiga3	
3720	Zoro	ANT	boluʔ-atap	boluʔ-atap	b o l u ʔ + a t a p	b o l u ʔ + - a t a p - - -	65	387 386	_ant ANT	formiga	
3897	Surui_Paiter	ANT	lodap	lodap	l o d a p	l o d a p - - -	65	386	ANT	formiga	
4232	Karitiana	ANT	nɨkɨsɨk	nɨkɨsɨk	n ɨ k ɨ s ɨ k	- n ɨ k ɨ s ɨ k	69	390	ANT	formiga	
4695	Xipaya	ANT	tãrãkuã	tãrãkuã	t ã r ã k uã	t ã r ã k uã	67	395	ANT	formiga	
5028	Juruna_Yudja	ANT	adʒiha	adʒiha	a dʒ i h a	- a dʒ i h - a -	65	386	ANT	formiga	
5359	Munduruku	ANT	dasəpsəp	dasəpsəp	d a s ə p s ə p	d a s ə p s ə p	65	386	ANT	formiga	
5743	Kuruaya	ANT	iɲasipak	iɲasipak	i ɲ a s i p a k	i ɲ a s i p a k	69	390	ANT	formiga	
6043	Satere_Mawe	ANT	saari	saari	s aː r i	s aː r i - -	67	395	ANT	formiga	
6415	Aweti	ANT	tapiʔa	tapiʔa	t a p i ʔ a	t a p i ʔ - a -	65	386	ANT	formiga1	
7299	Surui_Aikewara	ANT	tahɨwa	tahɨwa	t a h ɨ w a	t a h ɨ w - a -	65	386	ANT	formiga1	
7635	Tapirape_Apyawa	ANT	tãɨp	tãɨp	t ãɨ p	t ãɨ - - p - - -	65	386	ANT	formiga1	
7906	Tembe	ANT	tahɨw	tahɨw	t a h ɨ w	t a h ɨ w - - -	65	386	ANT	formiga1	
8237	Guajajara	ANT	tahɨw	tahɨw	t a h ɨ w	t a h ɨ w - - -	65	386	ANT	formiga1	
8572	Apiaka	ANT	tajβia	tajβia	t a j β ia	t a j - β - ia -	65	386	ANT	formiga1	
10538	Arawete	ANT	tawi	tawi	t a w i	t a w i - - - -	65	386	ANT	formiga1	
11253	Emerillon_Teko	ANT	topi	topi	t o p i	t o - - p - i -	65	386	ANT	formiga1	
11624	Wayampi	ANT	taɨ	taɨ	t aɨ	t aɨ - - - - - -	65	386	ANT	formiga2	
12269	Ka_apor_Urubu	ANT	tapiaʔĩ	tapiaʔĩ	t a p ia ʔ ĩ	t a p ia ʔ - ĩ -	65	386	ANT	formiga1	
12858	Kamajura	ANT	jawataj	jawataj	j a w a t a j	j a w a t a j	70	389	ANT	formiga	
13618	Tupinamba	ANT	tasɨβa / ɨsá / akekẽ / arará / gʷaju	tasɨβa	t a s ɨ β a	t a s ɨ β - a -	65	386	ANT	formiga2	
13619	Tupinamba	ANT	tasɨβa / ɨsá / akekẽ / arará / gʷaju	ɨsá	ɨ s á	- ɨ s á - - - -	65	386	ANT	formiga2	
13620	Tupinamba	ANT	tasɨβa / ɨsá / akekẽ / arará / gʷaju	akekẽ	a k e k ẽ	- a k e k ẽ -	66	388	ANT	formiga2	
13621	Tupinamba	ANT	tasɨβa / ɨsá / akekẽ / arará / gʷaju	arará	a r a r á	- a r a r á	67	395	ANT	formiga2	
13622	Tupinamba	ANT	tasɨβa / ɨsá / akekẽ / arará / gʷaju	gʷaju	gʷ a j u	- - gʷ a j u -	66	388	ANT	formiga2	
14361	Lingua_Geral_Paulista_Tupi_austral	ANT	tasiba	tasiba	t a s i b a	t a s i b - a -	65	386	ANT	formiga2	
14635	Yuki	ANT	tatʃi	tatʃi	t a tʃ i	t a tʃ i - - - -	65	386	ANT	formiga2	
14880	Guarayo	ANT	tazi	tazi	t a z i	t a z i - - - -	65	386	ANT	formiga2	
15189	Siriono	ANT	tasi	tasi	t a s i	t a s i - - - -	65	386	ANT	formiga2	
15760	Chiriguano	ANT	tasɨ	tasɨ	t a s ɨ	t a s ɨ - - - -	65	386	ANT	formiga2	
16029	Jora	ANT	kuʃi	kuʃi	k u ʃ i	- - k u ʃ i -	66	388	ANT	formiga	
16139	Mbya	ANT	taɨ	taɨ	t aɨ	t aɨ - - - - - -	65	386	ANT	formiga2	
16498	Guarani_Paraguay	ANT	tahɨi	tahɨi	t a h ɨi	t a h ɨi - - - -	65	386	ANT	formiga2	
16831	Old_Guarani	ANT	tahɨ / tasɨ	tahɨ	t a h ɨ	t a h ɨ - - - -	65	386	ANT	formiga2	
16832	Old_Guarani	ANT	tahɨ / tasɨ	tasɨ	t a s ɨ	t a s ɨ - - - -	65	386	ANT	formiga2	
17402	Xeta	ANT	arara	arara	a r a r a	- a r a r a	67	395	ANT	formiga	
17850	Tapiete	ANT	tãsɨ	tãsɨ	t ã s ɨ	t ã s ɨ - - - -	65	386	ANT	formiga2	
18367	Omagua	ANT	sasɨwa	sasɨwa	s a s ɨ w a	s a s ɨ w - a -	65	386	ANT	formiga2	
18649	Cocama_Cocamilla	ANT	tsatsɨwa	tsatsɨwa	ts a ts ɨ w a	ts a ts ɨ w - a -	65	386	ANT	formiga2	
18909	Amondawa	ANT	taɨrema	taɨrema	t aɨ r e m a	t aɨ r e m - a -	65	386	ANT		
20138	Guayaki_Ache	ANT	tabiu	tabiu	t a b iu	t a b iu	65	386	ANT		
20579	Guaja	ANT	tahɨa	tahɨa	t a h ɨa	t a h ɨa	65	386	ANT		
20819	Zo_e	ANT	tahi	tahi	t a h i	t a h i	65	386	ANT		
9	Karo_Arara	ANTEATER	etsigun	etsigun	e ts i g u n	- e ts i g u n -	76	440	ANTEATER	tamandua	
373	Purubora	ANTEATER	aʃukur	aʃukur	a ʃ u k u r	- a ʃ u k u r -	76	440	ANTEATER	tamandua2	
816	Makurap	ANTEATER	ũbatʃi	ũbatʃi	ũ b a tʃ i	- - ũ b a tʃ i	77	441	ANTEATER	tamandua	
1166	Wayoro	ANTEATER	ŋgʷendap	ŋgʷendap	ŋgʷ e nd a p	ŋgʷ e nd a p	78	438	ANTEATER	tamandua4	
1486	Tupari	ANTEATER	hasio	hasio	h a s io	- h - - a s io	77	441	ANTEATER	tamandua	
1877	Akuntsu	ANTEATER	kwitap	kwitap	kʷ i t a p	kʷ i t a p	78	438	ANTEATER	tamandua4	
2258	Mekens_Sakurabiat	ANTEATER	kʷetap	kʷetap	kʷ e t a p	kʷ e t a p	78	438	ANTEATER	tamandua4	
2720	Gaviao_Ikoloehj	ANTEATER	βatsakoli	βatsakoli	β a ts a k o l i	β a ts a k o l i	76	440	ANTEATER	tamandua2	
3124	Monde	ANTEATER	βasakoli	βasakoli	β a s a k o l i	β a s a k o l i	76	440	ANTEATER	tamandua2	
3396	Arua	ANTEATER	βatsakoli	βatsakoli	β a ts a k o l i	β a ts a k o l i	76	440	ANTEATER	tamandua2	
3721	Zoro	ANTEATER	βasakoli	βasakoli	β a s a k o l i	β a s a k o l i	76	440	ANTEATER	tamandua2	
3898	Surui_Paiter	ANTEATER	miʃakoor	miʃakoor	m i ʃ a k oː r	m i ʃ a k oː r -	76	440	ANTEATER	tamandua2	
