Language	Concept	Form	Tokens	SimpleCognate	PartialCognate	Morphemes	Notes
Urueuwauwau	ANATTO	uruku	u r u k u	60.0	343	ANATTO	
Kayabi	ANATTO	uruku	u r u k u	60.0	343	ANATTO	
Arawete	ANATTO	irikũ	i r i k ũ	60.0	343	ANATTO	
Emerillon_Teko	ANATTO	uruku	u r u k u	60.0	343	ANATTO	
Wayampi	ANATTO	uluku	u l u k u	60.0	343	ANATTO	
Ka_apor_Urubu	ANATTO	uruku	u r u k u	60.0	343	ANATTO	
Kamajura	ANATTO	ɨrɨku	ɨ r ɨ k u	60.0	343	ANATTO	
Tupinamba	ANATTO	urukũ	u r u k ũ	60.0	343	ANATTO	
Nheengatu	ANATTO	urukũ	u r u k ũ	60.0	343	ANATTO	
Lingua_Geral_Paulista_Tupi_austral	ANATTO	uruku	u r u k u	60.0	343	ANATTO	
Guarani_Paraguay	ANATTO	uruku	u r u k u	60.0	343	ANATTO	
Old_Guarani	ANATTO	uruku	u r u k u	60.0	343	ANATTO	
Apapokuva_of_Nimuendaju	ANATTO	ɨruku	ɨ r u k u	60.0	343	ANATTO	
Omagua	ANATTO	atʃoté	a tʃ o t é/e	61.0	344	ANATTO	
Tapiete	ANATTO	uruku	u r u k u	60.0	343	ANATTO	
Munduruku	ANATTO	sura	s u r a	1654.0	223	ANATTO	
Omagua	ANATTO	ruku	r u k u	60.0	343	ANATTO	
Cocama_Cocamilla	ANATTO	ruku	r u k u	60.0	343	ANATTO	
Purubora	ANATTO	kijo	k i j o	2800.0	474	ANATTO	
Kampe	ANATTO	kɨbakap	k ɨ b a k a p	62.0	342	ANATTO	
Asurini_do_Xingu	ANATTO	uruku	u r u k u	60.0	343	ANATTO	
Zo_e	ANATTO	(u)ruku	r u k u	60.0	343	ANATTO	
Siriono	ANATTO	urúku	u r ú k u			ANATTO	
Karo_Arara	ANT	napia	n a p ia	69.0	390	ANT	
Purubora	ANT	mĩŋk	m ĩ ŋk	74.0	394	ANT	
Purubora	ANT	wĩ	w ĩ	65.0	386	ANT	
Makurap	ANT	bɨtɨraj	b ɨ t ɨ r a j	71.0	391	ANT	
Wayoro	ANT	detpe	d e t p e	65.0	386	ANT	
Tupari	ANT	wekoʔa	w e k o ʔ a	66.0	388	ANT	
Akuntsu	ANT	tʃatʃakop	tʃ a tʃ a k o p	65.0	386	ANT	SP.
Mekens_Sakurabiat	ANT	kɨbɨrɨ	k ɨ b ɨ r ɨ	72.0	392	ANT	
Gaviao_Ikoloehj	ANT	bola	b o l a	68.0	387	ANT	
Gaviao_Ikoloehj	ANT	gatsaj	g a ts a j	66.0	388	ANT	
Monde	ANT	alingin	a l i n g i n	73.0	393	ANT	
Arua	ANT	bola	b o l a	68.0	387	ANT	
Zoro	ANT	boluʔ-atap	b o l u ʔ + a t a p	65.0	387 386	_ant ANT	
Surui_Paiter	ANT	lodap	l o d a p	65.0	386	ANT	
Karitiana	ANT	nɨkɨsɨk	n ɨ k ɨ s ɨ k	69.0	390	ANT	
Xipaya	ANT	tãrãkuã	t ã r ã k uã	67.0	395	ANT	
Juruna_Yudja	ANT	adʒiha	a dʒ i h a	65.0	386	ANT	
Munduruku	ANT	dasəpsəp	d a s ə p s ə p	65.0	386	ANT	
Kuruaya	ANT	iɲasipak	i ɲ a s i p a k	69.0	390	ANT	
Satere_Mawe	ANT	saari	s aː r i	67.0	395	ANT	
Aweti	ANT	tapiʔa	t a p i ʔ a	65.0	386	ANT	
Surui_Aikewara	ANT	tahɨwa	t a h ɨ w a	65.0	386	ANT	
Tapirape_Apyawa	ANT	tãɨp	t ãɨ p	65.0	386	ANT	
Tembe	ANT	tahɨw	t a h ɨ w	65.0	386	ANT	
Guajajara	ANT	tahɨw	t a h ɨ w	65.0	386	ANT	
Apiaka	ANT	tajβia	t a j β ia	65.0	386	ANT	
Arawete	ANT	tawi	t a w i	65.0	386	ANT	
Emerillon_Teko	ANT	topi	t o p i	65.0	386	ANT	
Wayampi	ANT	taɨ	t aɨ	65.0	386	ANT	
Ka_apor_Urubu	ANT	tapiaʔĩ	t a p ia ʔ ĩ	65.0	386	ANT	
Kamajura	ANT	jawataj	j a w a t a j	70.0	389	ANT	
Tupinamba	ANT	tasɨβa	t a s ɨ β a	65.0	386	ANT	
Tupinamba	ANT	ɨsá	ɨ s á	65.0	386	ANT	
Tupinamba	ANT	akekẽ	a k e k ẽ	66.0	388	ANT	
Tupinamba	ANT	arará	a r a r á	67.0	395	ANT	
Tupinamba	ANT	gʷaju	gʷ a j u	66.0	388	ANT	
Lingua_Geral_Paulista_Tupi_austral	ANT	tasiba	t a s i b a	65.0	386	ANT	
Yuki	ANT	tatʃi	t a tʃ i	65.0	386	ANT	
Guarayo	ANT	tazi	t a z i	65.0	386	ANT	
Siriono	ANT	tasi	t a s i	65.0	386	ANT	
Chiriguano	ANT	tasɨ	t a s ɨ	65.0	386	ANT	
Jora	ANT	kuʃi	k u ʃ i	66.0	388	ANT	
Mbya	ANT	taɨ	t aɨ	65.0	386	ANT	
Guarani_Paraguay	ANT	tahɨi	t a h ɨi	65.0	386	ANT	
Old_Guarani	ANT	tahɨ	t a h ɨ	65.0	386	ANT	
Old_Guarani	ANT	tasɨ	t a s ɨ	65.0	386	ANT	
Xeta	ANT	arara	a r a r a	67.0	395	ANT	
Tapiete	ANT	tãsɨ	t ã s ɨ	65.0	386	ANT	
Omagua	ANT	sasɨwa	s a s ɨ w a	65.0	386	ANT	
Cocama_Cocamilla	ANT	tsatsɨwa	ts a ts ɨ w a	65.0	386	ANT	
Amondawa	ANT	taɨrema	t aɨ r e m a	65.0	386	ANT	
Guayaki_Ache	ANT	tabiu	t a b iu	65.0	386	ANT	
Guaja	ANT	tahɨa	t a h ɨa	65.0	386	ANT	
Zo_e	ANT	tahi	t a h i	65.0	386	ANT	
Karo_Arara	ANTEATER	etsigun	e ts i g u n	76.0	440	ANTEATER	
Purubora	ANTEATER	aʃukur	a ʃ u k u r	76.0	440	ANTEATER	
Makurap	ANTEATER	ũbatʃi	ũ b a tʃ i	77.0	441	ANTEATER	
Wayoro	ANTEATER	ŋgʷendap	ŋgʷ e nd a p	78.0	438	ANTEATER	
Tupari	ANTEATER	hasio	h a s io	77.0	441	ANTEATER	
Akuntsu	ANTEATER	kwitap	kʷ i t a p	78.0	438	ANTEATER	
Mekens_Sakurabiat	ANTEATER	kʷetap	kʷ e t a p	78.0	438	ANTEATER	
Gaviao_Ikoloehj	ANTEATER	βatsakoli	β a ts a k o l i	76.0	440	ANTEATER	
Monde	ANTEATER	βasakoli	β a s a k o l i	76.0	440	ANTEATER	
Arua	ANTEATER	βatsakoli	β a ts a k o l i	76.0	440	ANTEATER	
Zoro	ANTEATER	βasakoli	β a s a k o l i	76.0	440	ANTEATER	
Surui_Paiter	ANTEATER	miʃakoor	m i ʃ a k oː r	76.0	440	ANTEATER	
Karitiana	ANTEATER	oɲopɨɨtɨ	o ɲ o p ɨː t ɨ	77.0	441	ANTEATER	
Arikem	ANTEATER	amerá	a m e r á	75.0	439	ANTEATER	
Xipaya	ANTEATER	mazi	m a z i	76.0	440	ANTEATER	
Juruna_Yudja	ANTEATER	amaẽ	a m a ẽ	75.0	439	ANTEATER	
Munduruku	ANTEATER	warire	w a r i r e	79.0	442	ANTEATER	
Munduruku	ANTEATER	waremə́tʃa	w a r e m ə́ tʃ a	79.0	442	ANTEATER	
Kuruaya	ANTEATER	warẽmátʃa	w a r ẽ m á tʃ a	79.0	442	ANTEATER	
Satere_Mawe	ANTEATER	hĩpa	h ĩ p a	77.0	441	ANTEATER	
Aweti	ANTEATER	tamajua	t a m a j ua	75.0	439	ANTEATER	
Parakana	ANTEATER	tamanowa	t a m a n o w a	75.0	439	ANTEATER	
Surui_Aikewara	ANTEATER	tamawa	t a m a w a	75.0	439	ANTEATER	species
Tapirape_Apyawa	ANTEATER	tamanowa	t a m a n o w a	75.0	439	ANTEATER	
Tembe	ANTEATER	tamanwa	t a m a n w a	75.0	439	ANTEATER	
Guajajara	ANTEATER	tamanuwa	t a m a n u w a	75.0	439	ANTEATER	
Parintintin	ANTEATER	tamanduaʔi	t a m a nd ua ʔ i	75.0	439	ANTEATER	
Arawete	ANTEATER	tamanuha	t a m a n u h a	75.0	439	ANTEATER	
Anambe_of_Ehrenreich	ANTEATER	tamandwa	t a m a nd w a	75.0	439	ANTEATER	
Guaja	ANTEATER	taminawa	t a m i n a w a	75.0	439	ANTEATER	
Amanaye	ANTEATER	tamanuá	t a m a n uá	75.0	439	ANTEATER	
Emerillon_Teko	ANTEATER	tamadua	t a m a d ua	75.0	439	ANTEATER	
Wayampi	ANTEATER	tamanuwa	t a m a n u w a	75.0	439	ANTEATER	
Ka_apor_Urubu	ANTEATER	mijarai	m i j a r ai	75.0	439	ANTEATER	
Turiwara	ANTEATER	tamanuá	t a m a n uá	75.0	439	ANTEATER	
Kamajura	ANTEATER	tamanua	t a m a n ua	75.0	439	ANTEATER	
Tupinamba	ANTEATER	tamandwa	t a m a nd w a	75.0	439	ANTEATER	
Nheengatu	ANTEATER	tamandwá	t a m a nd w á	75.0	439	ANTEATER	
Lingua_Geral_Paulista_Tupi_austral	ANTEATER	ʒoki	ʒ o k i	76.0	440	ANTEATER	
Guarayo	ANTEATER	tamandoaʔi	t a m a nd oa ʔ i	75.0	439	ANTEATER	
Mbya	ANTEATER	kagʷare	k a gʷ a r e	76.0	440	ANTEATER	
Old_Guarani	ANTEATER	joki	j o k i	76.0	440	ANTEATER	
Xeta	ANTEATER	moko	m o k o	76.0	440	ANTEATER	
Tapiete	ANTEATER	apɨrakwamí	a p ɨ r a kʷ a m í/i	80.0	443	ANTEATER	
Omagua	ANTEATER	tamanu	t a m a n u	75.0	439	ANTEATER	
Guarani_Paraguay	ANTEATER	jurumi	j u r u m i	692.0	62	ANTEATER	
Cocama_Cocamilla	ANTEATER	tamanu	t a m a n u	75.0	439	ANTEATER	
Zo_e	ANTEATER	toduá	t o d uá	75.0	439	ANTEATER	
Karo_Arara	ARM	pãbɨ́ʔ	p ã b ɨ̃ ʔ	82.0	484	ARM	
Purubora	ARM	mba	mb a	82.0	484	ARM	
Ntogapid_Itogapuk	ARM	paβe	p a β e	82.0	484	ARM	
Ramarama	ARM	pãŋwa	p ã ŋʷ a	82.0	484	ARM	
Ramarama	ARM	pãŋwetané	p ã ŋʷ e t a n é	82.0	484	ARM	
Wayoro	ARM	mbo	mb o	82.0	484	ARM	
Tupari	ARM	wakɨa	w a k ɨa	83.0	487	ARM	
Akuntsu	ARM	potʃo	p o tʃ o	82.0	484	ARM	
Mekens_Sakurabiat	ARM	pu	p u	82.0	484	ARM	
Cinta_Larga	ARM	nepor	n e p o r	82.0	484	ARM	
Gaviao_Ikoloehj	ARM	nepo	n e p o	82.0	484	ARM	
Monde	ARM	nepo	n e p o	82.0	484	ARM	
Arua	ARM	nipu	n i p u	82.0	484	ARM	
Matanau	ARM	depó	d e p ó	82.0	484	ARM	
Surui_Paiter	ARM	nepo	n e p o	82.0	484	ARM	
Karitiana	ARM	ɲõgõ	ɲ õ g õ	83.0	487	ARM	
Arikem	ARM	neʔ	n e ʔ	83.0	487	ARM	
Xipaya	ARM	abɨ	a b ɨ	82.0	484	ARM	
Xipaya	ARM	makɨ	m a k ɨ	83.0	487	ARM	
Juruna_Yudja	ARM	abɨ	a b ɨ	82.0	484	ARM	
Munduruku	ARM	ba	b a	82.0	484	ARM	
Kuruaya	ARM	ba	b a	82.0	484	ARM	
Satere_Mawe	ARM	mopɨ	m o p ɨ	82.0	484	ARM	
Aweti	ARM	kɨwa	k ɨ w a	81.0	485	ARM	
Parakana	ARM	tʃɨβ	tʃ ɨ β	81.0	485	ARM	
Asurini_do_Tocantins	ARM	tsɨwa	ts ɨ w a	81.0	485	ARM	
Surui_Aikewara	ARM	sɨwa	s ɨ w a	81.0	485	ARM	
Tapirape_Apyawa	ARM	tʃiwã	tʃ i w ã	81.0	485	ARM	
Tembe	ARM	ziwa	z i w a	81.0	485	ARM	
Guajajara	ARM	zɨwa	z ɨ w a	81.0	485	ARM	
Apiaka	ARM	siawa	s ia w a	81.0	485	ARM	
Parintintin	ARM	jɨβ	j ɨ β	81.0	485	ARM	
Amondawa	ARM	dʒiβa	dʒ i β a	81.0	485	ARM	
Tupi_do_Machado_Wirafed	ARM	jibá	j i b á	82.0	484	ARM	
Kayabi	ARM	jɨwa	j ɨ w a	81.0	485	ARM	
Arawete	ARM	jɨwa	j ɨ w a	81.0	485	ARM	
Guaja	ARM	iwa	i w a	81.0	485	ARM	
Amanaye	ARM	eiwa	ei w a	81.0	485	ARM	
Emerillon_Teko	ARM	eiwa	ei w a	81.0	485	ARM	
Wayampi	ARM	jɨwa	j ɨ w a	81.0	485	ARM	
Zo_e	ARM	jiwa	j i w a	81.0	485	ARM	
Ka_apor_Urubu	ARM	jɨwa	j ɨ w a	81.0	485	ARM	
Anambe	ARM	jɨwã	j ɨ w ã	81.0	485	ARM	
Kamajura	ARM	jɨwa	j ɨ w a	81.0	485	ARM	
Asurini_do_Xingu	ARM	dʒiwa	dʒ i w a	81.0	485	ARM	
Ava_Canoeiro	ARM	dʒɨwa	dʒ ɨ w a	81.0	485	ARM	
Tupinamba	ARM	jɨβa	j ɨ β a	81.0	485	ARM	
Nheengatu	ARM	juwa	j u w a	81.0	485	ARM	
Lingua_Geral_Paulista_Tupi_austral	ARM	ʒua	ʒ ua	81.0	485	ARM	
Yuki	ARM	jiβa	j i β a	81.0	485	ARM	
Guarayo	ARM	jɨβa	j ɨ β a	81.0	485	ARM	
Siriono	ARM	tʃiβa	tʃ i β a	81.0	485	ARM	
Warazu_Pauserna	ARM	ðiwa	ð i w a	81.0	485	ARM	
Chiriguano	ARM	jiwa	j i w a	81.0	485	ARM	
Mbya	ARM	dʒiwa	dʒ i w a	81.0	485	ARM	
Guarani_Paraguay	ARM	jiβa	j i β a	81.0	485	ARM	
Old_Guarani	ARM	jɨβa	j ɨ β a	81.0	485	ARM	
Guayaki_Ache	ARM	dʒɨwa	dʒ ɨ w a	81.0	485	ARM	
Xeta	ARM	dʒɨβa	dʒ ɨ β a	81.0	485	ARM	
Kaiowa	ARM	dʒɨβa	dʒ ɨ β a	81.0	485	ARM	
Tapiete	ARM	dʒɨwa	dʒ ɨ w a	81.0	485	ARM	
Chiripa_Nandeva_Ava_Guarani	ARM	dʒɨwa	dʒ ɨ w a	81.0	485	ARM	
Omagua	ARM	jɨwa	j ɨ w a	81.0	485	ARM	
Cocama_Cocamilla	ARM	iwa	i w a	81.0	485	ARM	
Karo_Arara	ARMADILLO	jajo	j a j o	85.0	553	ARMADILLO	
Purubora	ARMADILLO	jajo	j a j o	85.0	553	ARMADILLO	
Ramarama	ARMADILLO	jajo	j a j o	85.0	553	ARMADILLO	
Makurap	ARMADILLO	tajto	t a j t o	85.0	549	ARMADILLO	
Wayoro	ARMADILLO	ndato	nd a t o	85.0	549	ARMADILLO	
Tupari	ARMADILLO	paroro	p a r o r o	91.0	555	ARMADILLO	
Akuntsu	ARMADILLO	tato	t a t o	85.0	549	ARMADILLO	
Mekens_Sakurabiat	ARMADILLO	tato	t a t o	85.0	549	ARMADILLO	
Cinta_Larga	ARMADILLO	wanzuj	w a n z u j	86.0	551	ARMADILLO	
Gaviao_Ikoloehj	ARMADILLO	maazôòj	m aa z ô ò j	86.0	551	ARMADILLO	
Monde	ARMADILLO	wazoj	w a z o j	86.0	551	ARMADILLO	
Arua	ARMADILLO	mããdzooj	m ãː d z oː j	86.0	551	ARMADILLO	
Zoro	ARMADILLO	wãnzooj	w ã n z oː j	86.0	551	ARMADILLO	
Surui_Paiter	ARMADILLO	walóój	w a l ó ó j	86.0	551	ARMADILLO	
Karitiana	ARMADILLO	sosɨ	s o s ɨ	87.0	550	ARMADILLO	
Arikem	ARMADILLO	tsosju	ts o s j u	87.0	550	ARMADILLO	
Xipaya	ARMADILLO	dusa	d u s a	85.0	549	ARMADILLO	
Juruna_Yudja	ARMADILLO	duʔa	d u ʔ a	85.0	549	ARMADILLO	
Munduruku	ARMADILLO	dajdo	d a j d o	85.0	549	ARMADILLO	
Kuruaya	ARMADILLO	lajlo	l a j l o	90.0	554	ARMADILLO	
Satere_Mawe	ARMADILLO	sahu	s a h u	87.0	550	ARMADILLO	
Aweti	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Parakana	ARMADILLO	tato	t a t o	85.0	549	ARMADILLO	
Asurini_do_Tocantins	ARMADILLO	tato	t a t o	85.0	549	ARMADILLO	
Surui_Aikewara	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Tapirape_Apyawa	ARMADILLO	tãto	t ã t o	85.0	549	ARMADILLO	
Tembe	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Guajajara	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Apiaka	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Parintintin	ARMADILLO	tatua	t a t ua	85.0	549	ARMADILLO	
Amondawa	ARMADILLO	tatua	t a t ua	85.0	549	ARMADILLO	
Tenharim	ARMADILLO	tatua	t a t ua	85.0	549	ARMADILLO	
Juma	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Urueuwauwau	ARMADILLO	tatua	t a t ua	85.0	549	ARMADILLO	
Kayabi	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Arawete	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Guaja	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Emerillon_Teko	ARMADILLO	tatuhu	t a t u h u	85.0	549	ARMADILLO	
Wayampi	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Ka_apor_Urubu	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Kamajura	ARMADILLO	tatupep	t a t u p e p	85.0	549	ARMADILLO	
Asurini_do_Xingu	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Ava_Canoeiro	ARMADILLO	tato	t a t o	85.0	549	ARMADILLO	
Tupinamba	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Nheengatu	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Lingua_Geral_Paulista_Tupi_austral	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Yuki	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Guarayo	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Siriono	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Chiriguano	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Jora	ARMADILLO	tátu	t á t u	85.0	549	ARMADILLO	
Mbya	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Guarani_Paraguay	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Old_Guarani	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Xeta	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Kaiowa	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Tapiete	ARMADILLO	tantu	t a n t u	85.0	549	ARMADILLO	
Chiripa_Nandeva_Ava_Guarani	ARMADILLO	tʃigɨre	tʃ i g ɨ r e	89.0	552	ARMADILLO	
Cocama_Cocamilla	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Guayaki_Ache	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Zo_e	ARMADILLO	tatu	t a t u	85.0	549	ARMADILLO	
Karo_Arara	ARRIVE	jaʔon	j a ʔ o n	96.0	615	ARRIVE	
Purubora	ARRIVE	anẽm	a n ẽ m	92.0	610	ARRIVE	
Makurap	ARRIVE	kɨrɨj	k ɨ r ɨ j	97.0	612	ARRIVE	
Makurap	ARRIVE	awogot	a w o g o t	94.0	614	ARRIVE	
Wayoro	ARRIVE	ot	o t	93.0	609	ARRIVE	
Tupari	ARRIVE	aoros	ao r o s	99.0	616	ARRIVE	
Akuntsu	ARRIVE	ita	i t a	93.0	609	ARRIVE	
Gaviao_Ikoloehj	ARRIVE	aβáne	a β á n e	92.0	610	ARRIVE	
Surui_Paiter	ARRIVE	ẽn	ẽ n	96.0	615	ARRIVE	
Karitiana	ARRIVE	anẽm	a n ẽ m	92.0	610	ARRIVE	
Arikem	ARRIVE	kɨrɨj	k ɨ r ɨ j	97.0	612	ARRIVE	
Arikem	ARRIVE	awogot	a w o g o t	94.0	614	ARRIVE	
Xipaya	ARRIVE	wɨ	w ɨ	92.0	610	ARRIVE	
Juruna_Yudja	ARRIVE	wɨ	w ɨ	92.0	610	ARRIVE	
Munduruku	ARRIVE	tʃem	tʃ e m	93.0	609	ARRIVE	
Kuruaya	ARRIVE	tʃem	tʃ e m	93.0	609	ARRIVE	
Satere_Mawe	ARRIVE	tẽm	t ẽ m	93.0	609	ARRIVE	
Aweti	ARRIVE	tẽm	t ẽ m	93.0	609	ARRIVE	
Parakana	ARRIVE	ʃan	ʃ a n	96.0	615	ARRIVE	
Surui_Aikewara	ARRIVE	ahe	a h e	92.0	610	ARRIVE	
Tapirape_Apyawa	ARRIVE	waem	w ae m	92.0	610	ARRIVE	
Tembe	ARRIVE	hem	h e m	92.0	610	ARRIVE	
Guajajara	ARRIVE	hem	h e m	92.0	610	ARRIVE	
Apiaka	ARRIVE	vahim	v a h i m	92.0	610	ARRIVE	
Parintintin	ARRIVE	βahem	β a h e m	92.0	610	ARRIVE	
Parintintin	ARRIVE	dʒor	dʒ o r	93.0	609	ARRIVE	
Amondawa	ARRIVE	βahem	β a h e m	92.0	610	ARRIVE	
Amondawa	ARRIVE	dʒor	dʒ o r	93.0	609	ARRIVE	
Tenharim	ARRIVE	βahem	β a h e m	92.0	610	ARRIVE	
Tenharim	ARRIVE	dʒor	dʒ o r	93.0	609	ARRIVE	
Urueuwauwau	ARRIVE	waem	w ae m	92.0	610	ARRIVE	
Urueuwauwau	ARRIVE	dʒor	dʒ o r	93.0	609	ARRIVE	
Arawete	ARRIVE	wahẽ	w a h ẽ	92.0	610	ARRIVE	
Emerillon_Teko	ARRIVE	dur	d u r	93.0	609	ARRIVE	
Wayampi	ARRIVE	ekoy	e k oi	94.0	614	ARRIVE	
Wayampi	ARRIVE	owãẽ	o w ãẽ	92.0	610	ARRIVE	
Zo_e	ARRIVE	wã	w ã	92.0	610	ARRIVE	
Ka_apor_Urubu	ARRIVE	hɨk	h ɨ k	94.0	614	ARRIVE	
Kamajura	ARRIVE	ɨk	ɨ k	94.0	614	ARRIVE	
Asurini_do_Xingu	ARRIVE	vaem	v ae m	92.0	610	ARRIVE	
Tupinamba	ARRIVE	sɨk	s ɨ k	94.0	614	ARRIVE	
Nheengatu	ARRIVE	sika	s i k a	94.0	614	ARRIVE	
Lingua_Geral_Paulista_Tupi_austral	ARRIVE	ur	u r	93.0	609	ARRIVE	
Lingua_Geral_Paulista_Tupi_austral	ARRIVE	sika	s i k a	94.0	614	ARRIVE	
Yuki	ARRIVE	jejeay	j e j e ai	95.0	613	ARRIVE	
Guarayo	ARRIVE	jepota	j e p o t a	95.0	613	ARRIVE	
Siriono	ARRIVE	kʷasẽ	kʷ a s ẽ	92.0	610	ARRIVE	
Chiriguano	ARRIVE	wãẽ	w ãẽ	92.0	610	ARRIVE	
Chiriguano	ARRIVE	upitɨ	u p i t ɨ	95.0	613	ARRIVE	
Mbya	ARRIVE	vaẽ	v a ẽ	92.0	610	ARRIVE	
Guarani_Paraguay	ARRIVE	hupɨtɨ	h u p ɨ t ɨ	95.0	613	ARRIVE	
Guarani_Paraguay	ARRIVE	wahẽ	w a h ẽ	92.0	610	ARRIVE	
Old_Guarani	ARRIVE	βahẽ	β a h ẽ	92.0	610	ARRIVE	
Guayaki_Ache	ARRIVE	ekõ	e k õ	94.0	614	ARRIVE	
Tapiete	ARRIVE	wãhe	w ã h e	92.0	610	ARRIVE	
Apapokuva_of_Nimuendaju	ARRIVE	maẽ	m a ẽ	98.0	611	ARRIVE	
Omagua	ARRIVE	jawʃima	j a w ʃ i m a	95.0	613	ARRIVE	
Cocama_Cocamilla	ARRIVE	jawatʃima	j a w a tʃ i m a	95.0	613	ARRIVE	
Karitiana	ARRIVE	otam	o t a m	93.0	609	ARRIVE	
Karitiana	ARRIVE	ɨrɨ	ɨ r ɨ	97.0	612	ARRIVE	
Asurini_do_Tocantins	ARRIVE	wahem	w a h e m	92.0	610	ARRIVE	
Guaja	ARRIVE	u	u	93.0	609	ARRIVE	
Guaja	ARRIVE	tɨrɨ	t ɨ r ɨ	95.0	613	ARRIVE	
Emerillon_Teko	ARRIVE	ɨg	ɨ g	94.0	614	ARRIVE	
Karo_Arara	ARROW	tʃṍabe	tʃ ṍa/õa b e	102.0	668	ARROW	
Purubora	ARROW	kujabe	k u j a b e	105.0	674	ARROW	
Ntogapid_Itogapuk	ARROW	tʃúabe	tʃ úa/ua b e	102.0	668	ARROW	
Ramarama	ARROW	sjuã	s j uã	109.0	676	ARROW	
Makurap	ARROW	biareʔ	b ia r e ʔ	103.0	669	ARROW	
Makurap	ARROW	toraka	t o r a k a	105.0	674	ARROW	
Wayoro	ARROW	wopot	w o p o t	101.0	671	ARROW	
Tupari	ARROW	ekip	e k i p	101.0	671	ARROW	
Akuntsu	ARROW	mãbi	m ã b i	102.0	668	ARROW	
Mekens_Sakurabiat	ARROW	mampi	m a mp/ⁿp i	102.0	668	ARROW	
Cinta_Larga	ARROW	ʃap	ʃ a p	101.0	671	ARROW	
Gaviao_Ikoloehj	ARROW	dʒaβ	dʒ a β	102.0	668	ARROW	
Monde	ARROW	dʒab	dʒ a b	101.0	671	ARROW	
Arua	ARROW	ndʒap	ndʒ/ⁿdʒ a p	101.0	671	ARROW	
Matanau	ARROW	mabeʃipun	m a b e ʃ i p u n	102.0	668	ARROW	
Kabanae	ARROW	wiap	w ia p	101.0	671	ARROW	
Surui_Paiter	ARROW	jab	j a b	101.0	671	ARROW	
Karitiana	ARROW	mɨpãn	m ɨ p ã n	102.0	668	ARROW	
Arikem	ARROW	biareʔ	b ia r e ʔ	103.0	669	ARROW	
Xipaya	ARROW	tukája	t u k á/a j a	105.0	674	ARROW	
Juruna_Yudja	ARROW	tʃukaja	tʃ u k a j a	105.0	674	ARROW	
Juruna_Yudja	ARROW	kumariha	k u m a r i h a	103.0	669	ARROW	
Munduruku	ARROW	op	o p	101.0	671	ARROW	
Kuruaya	ARROW	op	o p	101.0	671	ARROW	
Satere_Mawe	ARROW	morɨʔa	m o r ɨ ʔ a	103.0	669	ARROW	
Aweti	ARROW	uʔwɨp	u ʔ w ɨ p	100.0	670	ARROW	
Parakana	ARROW	oʔɨβ	o ʔ ɨ β	100.0	670	ARROW	
Asurini_do_Tocantins	ARROW	oʔɨw	o ʔ ɨ w	100.0	670	ARROW	
Surui_Aikewara	ARROW	uʔɨβ	u ʔ ɨ β	100.0	670	ARROW	
Tapirape_Apyawa	ARROW	oʔɨp	o ʔ ɨ p	100.0	670	ARROW	
Tembe	ARROW	uʔɨw	u ʔ ɨ w	100.0	670	ARROW	
Guajajara	ARROW	uʔɨw	u ʔ ɨ w	100.0	670	ARROW	
Apiaka	ARROW	uʔɨw	u ʔ ɨ w	100.0	670	ARROW	
Parintintin	ARROW	ɨʔɨwa	ɨ ʔ ɨ w a	100.0	670	ARROW	
Amondawa	ARROW	ɨʔɨwa	ɨ ʔ ɨ w a	100.0	670	ARROW	
Tenharim	ARROW	ɨʔɨwa	ɨ ʔ ɨ w a	100.0	670	ARROW	
Jiahoi	ARROW	ɨʔɨwa	ɨ ʔ ɨ w a	100.0	670	ARROW	
Tupi_do_Machado_Wirafed	ARROW	wɨb	w ɨ b	101.0	671	ARROW	
Kayabi	ARROW	uʔɨp	u ʔ ɨ p	100.0	670	ARROW	
